"method","tau","n","model","beta_ci_same","infin","na","skip_beta","skip_int","nsims_beta","nsims_int","bias","bias_se","empSE","empSE_se","cov","cov_se","cov_be","cov_be_se","intwidth_empSE","intwidth_empSE_se","empSE_rel","empSE_rel_se"
"bayes_adjv1","0.5","n = 500",4,0,0,0,0,0,1000,1000,-0.00573967506073596,0.00865330539501989,0.273641543372859,0.00612187262642685,1,0,1,0,1.22639811268158,0.0274368173143097,NA,NA
"bayes_adjv1","0.5","n = 500",5,NA,0,0.025,0.025,0.025,975,975,-0.0247923404728528,0.00958834392273532,0.299395943027188,0.00678346259931561,1,0,1,0,1.27923615410977,0.0289838617028554,NA,NA
"bayes_adjv1","0.5","n = 500",6,0,0,0,0,0,1000,1000,0.0205696588658264,0.00950305847866092,0.300513095303431,0.00672303945280024,1,0,1,0,1.21334011632312,0.0271446855368116,NA,NA
"bayes_adjv1","0.5","n = 500",7,NA,0,0.026,0.026,0.026,974,974,0.00183875968037753,0.00995095782947923,0.310559174907534,0.00704000465403997,1,0,1,0,1.28680905103692,0.0291704204548392,NA,NA
"bayes_adjv1","0.5","n = 750",1,0,0,0,0,0,1000,1000,0.0106458327782729,0.0150232774752226,0.475077747424071,0.0106283768960368,1,0,1,0,3.99445733508599,0.0893634742579012,NA,NA
"bayes_adjv1","0.5","n = 750",2,0,0,0,0,0,1000,1000,0.00431560565643673,0.015844649346477,0.501051806615658,0.0112094651328675,0.999,0.000999499874937461,0.999,0.000999499874937461,4.07978675949934,0.0912724529206662,NA,NA
"bayes_adjv1","0.5","n = 750",3,NA,0,0.039,0.039,0.039,961,961,0.000146329373899149,0.0154256891952728,0.478196365053456,0.0109132890023647,1,0,1,0,4.07271120956364,0.0929464916534233,NA,NA
"bayes_adjv1","0.5","n = 750",4,0,0,0,0,0,1000,1000,-0.0296230080296584,0.00778288253160693,0.246116355614153,0.0055060827452549,1,0,1,0,1.21207576717574,0.0271163996839395,NA,NA
"bayes_adjv1","0.5","n = 750",5,NA,0,0.027,0.027,0.027,973,973,-0.0184715766248497,0.00796516709064121,0.248457042240151,0.00563512015268053,0.998972250770812,0.00102722095918184,0.998972250770812,0.00102722095918184,1.24777190309801,0.0283000414627001,NA,NA
"bayes_adjv1","0.5","n = 750",6,0,0,0,0,0,1000,1000,0.0105651372116206,0.00743609394639315,0.235149937655924,0.00526074348469912,1,0,1,0,1.3771737636684,0.0308099503522645,NA,NA
"bayes_adjv1","0.5","n = 750",7,NA,0,0.051,0.051,0.051,949,949,0.0163133511140258,0.00817396982509206,0.251806036035156,0.00578291714341695,1,0,1,0,1.40692485733425,0.0323110994680118,NA,NA
"bayes_adjv1","0.9","n = 100",1,0,0,0,0,0,1000,1000,0.213677396266514,0.048393334946581,1.53033162002619,0.0342363777755354,1,0,1,0,6.08559271414226,0.136146079988764,NA,NA
"bayes_adjv1","0.9","n = 100",2,0,0,0,0,0,1000,1000,0.199996925940257,0.0503277671039147,1.59150373598866,0.0356049123101511,1,0,1,0,6.58560891260253,0.147332376632155,NA,NA
"bayes_adjv1","0.9","n = 100",3,NA,0,0.004,0.004,0.004,996,996,0.370650847404065,0.0819397501617201,2.58597489661807,0.0579692613310343,1,0,1,0,12.6545956560158,0.283675438451287,NA,NA
"bayes_adjv1","0.9","n = 100",4,0,0,0,0,0,1000,1000,-0.0377828064154255,0.0250000489405863,0.790570962679323,0.0176865496226203,0.999,0.000999499874937461,1,0,4.04111042323468,0.0904071910114155,NA,NA
"bayes_adjv1","0.9","n = 100",5,NA,0,0.004,0.004,0.004,996,996,-0.0740188351391776,0.0363725881134285,1.14789951886254,0.0257322247318547,0.998995983935743,0.00100351191355276,0.998995983935743,0.00100351191355276,7.04260810561811,0.157872680922213,NA,NA
"bayes_adjv1","0.9","n = 100",6,0,0,0,0,0,1000,1000,0.132244053870415,0.02526777782584,0.799037293407517,0.0178759572604093,1,0,1,0,3.81965866441907,0.0854529013825191,NA,NA
"bayes_adjv1","0.9","n = 100",7,NA,0,0.001,0.001,0.001,999,999,0.184740062287234,0.0380874859259945,1.20382969209879,0.0269454091439935,1,0,1,0,6.75189857501149,0.151128245794673,NA,NA
"bayes_adjv1","0.9","n = 250",1,0,0,0,0,0,1000,1000,0.0545953272411576,0.0326911035418048,1.03378346416501,0.0231276677251491,1,0,1,0,4.06947385872283,0.091041734060567,NA,NA
"bayes_adjv1","0.9","n = 250",2,0,0,0,0,0,1000,1000,0.0988680919926714,0.0340947459023595,1.07817053296149,0.0241206893916812,1,0,1,0,4.20749713047304,0.0941295725470871,NA,NA
"bayes_adjv1","0.9","n = 250",3,NA,0,0.006,0.006,0.006,994,994,0.16769542590036,0.0497682857444954,1.56908284432342,0.0352092076636946,1,0,1,0,7.50653764742269,0.168441866418731,NA,NA
"bayes_adjv1","0.9","n = 250",4,0,0,0,0,0,1000,1000,-0.0265829232287169,0.0157767079093905,0.498903309728673,0.0111613992430239,1,0,1,0,2.58990043596798,0.0579409120000451,NA,NA
"bayes_adjv1","0.9","n = 250",5,NA,0,0.011,0.011,0.011,989,989,-0.0575995630749588,0.0234150673377177,0.736365710273858,0.0165653298020587,1,0,1,0,4.25604703954104,0.0957443046021963,NA,NA
"bayes_adjv1","0.9","n = 250",6,0,0,0,0,0,1000,1000,0.0403642626422097,0.0164089673186092,0.518897107780708,0.0116086978640022,1,0,1,0,2.34651671718513,0.0524959634466578,NA,NA
"bayes_adjv1","0.9","n = 250",7,NA,0,0.013,0.013,0.013,987,987,0.0793745739280286,0.0256955115091236,0.807264479995993,0.0181786818266051,1,0,1,0,4.24341796007348,0.0955569666014046,NA,NA
"bayes_adjv1","0.9","n = 500",1,0,0,0,0,0,1000,1000,0.0860218604205153,0.0234559914853637,0.741743578712655,0.0165941898089706,1,0,1,0,2.70077119728517,0.060421298093519,NA,NA
"bayes_adjv1","0.9","n = 500",2,0,0,0,0,0,1000,1000,0.0613734170091376,0.02585884881106,0.817728599128867,0.018294116694234,1,0,1,0,2.84106495923323,0.0635599316881924,NA,NA
"bayes_adjv1","0.9","n = 500",3,NA,0,0.02,0.02,0.02,980,980,0.0125390638682254,0.0359195533523618,1.12445988224236,0.0254119283313591,1,0,1,0,5.16618295046409,0.1167517605182,NA,NA
"bayes_adjv1","0.9","n = 500",4,0,0,0,0,0,1000,1000,-0.0107290124727347,0.0118207874915862,0.373806122102408,0.0083627414108368,1,0,1,0,1.77143770056004,0.0396303713055092,NA,NA
"bayes_adjv1","0.9","n = 500",5,NA,0,0.025,0.025,0.025,975,975,-0.0464772897737721,0.0169191812417884,0.528301264947542,0.0119698077258761,1,0,1,0,2.97552733572994,0.0674170070278218,NA,NA
"bayes_adjv1","0.9","n = 500",6,0,0,0,0,0,1000,1000,0.0360836373398632,0.0116138779241133,0.367263067073463,0.00821636104409429,1,0,1,0,1.62940504296762,0.0364528353661328,NA,NA
"bayes_adjv1","0.9","n = 500",7,NA,0,0.026,0.026,0.026,974,974,0.0658363609386224,0.0177575084993281,0.554193604521934,0.0125629054631384,1,0,1,0,2.88211839655795,0.0653341732096738,NA,NA
"bayes_adjv1","0.9","n = 750",1,0,0,0,0,0,1000,1000,0.0501189169872799,0.0194834075213277,0.616119443486511,0.0137837431743689,1,0,1,0,2.72593818249106,0.0609843305772662,NA,NA
"bayes_adjv1","0.9","n = 750",2,0,0,0,0,0,1000,1000,0.054963099163067,0.0208376445640242,0.658944178953427,0.0147418125250875,1,0,1,0,2.83021067627605,0.063317101097135,NA,NA
"bayes_adjv1","0.9","n = 750",3,NA,0,0.039,0.039,0.039,961,961,0.0245270889011566,0.0295215465096684,0.915167941799719,0.0208857552345534,1,0,1,0,4.59097788294726,0.10477425614573,NA,NA
"bayes_adjv1","0.9","n = 750",4,0,0,0,0,0,1000,1000,-0.000298869579745072,0.00948041618293183,0.299797083043841,0.00670702092067919,1,0,1,0,1.39494108499473,0.0312074385287011,NA,NA
"bayes_adjv1","0.9","n = 750",5,NA,0,0.027,0.027,0.027,973,973,-0.0367864231519205,0.0142315299061599,0.443923371198495,0.0100683865215967,1,0,1,0,2.53736953777594,0.0575487097817839,NA,NA
"bayes_adjv1","0.9","n = 750",6,0,0,0,0,0,1000,1000,0.018936751464309,0.00948801083745583,0.30003724710722,0.00671239383952525,1,0,1,0,1.43231311101358,0.0320435205806401,NA,NA
"bayes_adjv1","0.9","n = 750",7,NA,0,0.051,0.051,0.051,949,949,0.00867054617701631,0.0149548333731016,0.460696257978241,0.0105802399740666,1,0,1,0,2.34484131561527,0.0538510643198827,NA,NA
"bayes_adjv2","0.1","n = 100",1,0,0,0,0,0,1000,1000,0.298976371974113,0.050405186686294,1.59395195814684,0.0356596836143501,0.91,0.00904986187739901,0.924,0.00837997613361756,2.03999576302883,0.0456385169655917,NA,NA
"bayes_adjv2","0.1","n = 100",2,0,0,0,0,0,1000,1000,0.201251558690984,0.0522015599608201,1.65075826890042,0.0369305469289045,0.906,0.00922843432007835,0.905,0.00927227048785787,2.26079347608161,0.0505781743686844,NA,NA
"bayes_adjv2","0.1","n = 100",3,NA,0,0.004,0.004,0.004,996,996,0.189033605234341,0.0806535143671007,2.54538197963391,0.0570592983550127,0.913654618473896,0.00889981366931973,0.914658634538153,0.00885277942893781,4.03973294197714,0.0905578530276227,NA,NA
"bayes_adjv2","0.1","n = 100",4,0,0,0,0,0,1000,1000,0.00962107319469529,0.0240664714858548,0.761048651387981,0.0170260803563837,0.901,0.00944452222190196,0.902,0.00940191469861325,1.46523935878216,0.0327801422661521,NA,NA
"bayes_adjv2","0.1","n = 100",5,NA,0,0.004,0.004,0.004,996,996,0.0738865618260038,0.0395433638193516,1.24796751226184,0.0279754281240542,0.863453815261044,0.0108800194607388,0.866465863453815,0.0107781000499064,2.67866815359664,0.06004714679096,NA,NA
"bayes_adjv2","0.1","n = 100",6,0,0,0,0,0,1000,1000,0.194614305102276,0.0244556038541743,0.77335409733983,0.0173013761751401,0.902,0.00940191469861325,0.919,0.00862780389206894,1.3088937491164,0.0292823988450419,NA,NA
"bayes_adjv2","0.1","n = 100",7,NA,0,0.001,0.001,0.001,999,999,0.290604588086184,0.0382863921674049,1.21011651396513,0.0270861275433783,0.885885885885886,0.010059486883058,0.892892892892893,0.00978421716949668,2.47638213782171,0.0554290447713991,NA,NA
"bayes_adjv2","0.1","n = 250",1,0,0,0,0,0,1000,1000,0.101859598763379,0.0329241204498106,1.04115210579129,0.0232925180066885,0.9,0.00948683298050514,0.893,0.00977501918156686,1.06768188229492,0.0238860386781513,NA,NA
"bayes_adjv2","0.1","n = 250",2,0,0,0,0,0,1000,1000,0.0835736259781032,0.0342606411535524,1.08341660142924,0.0242380537456212,0.907,0.00918428004799505,0.905,0.00927227048785787,1.11818597076208,0.0250159095044114,NA,NA
"bayes_adjv2","0.1","n = 250",3,NA,0,0.006,0.006,0.006,994,994,0.0711495544482913,0.050766601677552,1.60055751499654,0.0359154789863883,0.900402414486921,0.00949837995680667,0.904426559356137,0.00932528410447274,1.96203385342125,0.0440267750286286,NA,NA
