"method","tau","n","model","beta_ci_same","infin","na","skip_beta","skip_int","nsims_beta","nsims_int","bias","bias_se","empSE","empSE_se","cov","cov_se","cov_be","cov_be_se","intwidth_empSE","intwidth_empSE_se","empSE_rel","empSE_rel_se"
"bayes_adjv2","0.9","n = 250",4,0,0,0,0,0,1000,1000,-0.0317461509028629,0.0157546653551153,0.498206262959097,0.0111458050043516,0.904,0.00931579304192617,0.904,0.00931579304192617,0.634314274220616,0.0141907955350619,NA,NA
"bayes_adjv2","0.9","n = 250",5,NA,0,0.009,0.009,0.009,991,991,-0.0383521341094817,0.0234816251332927,0.73920513961307,0.0166124001153084,0.894046417759839,0.00977689674902051,0.892028254288597,0.00985842506398025,1.08632727262087,0.0244133899263686,NA,NA
"bayes_adjv2","0.9","n = 500",1,0,0,0,0,0,1000,1000,0.056116450155616,0.0243589020862326,0.770296118935224,0.0172329634843746,0.897,0.00961202372032029,0.893,0.00977501918156686,0.600576618550422,0.0134360211386693,NA,NA
"bayes_adjv2","0.9","n = 500",2,0,0,0,0,0,1000,1000,0.0563071084147012,0.0242167744611927,0.76580164879966,0.0171324137894925,0.898,0.00957057991973318,0.9,0.00948683298050514,0.632462735013911,0.0141493731433937,NA,NA
"bayes_adjv2","0.9","n = 500",3,NA,0,0.016,0.016,0.016,984,984,0.0881781169379711,0.0349391940014788,1.09599969025242,0.0247183043143273,0.911585365853659,0.00905030468286864,0.908536585365854,0.00918961604787304,1.0988588197663,0.0247827868447756,NA,NA
"bayes_adjv2","0.9","n = 500",4,0,0,0,0,0,1000,1000,-0.0240628724168177,0.0114025375245817,0.360579896832164,0.00806684603824516,0.888,0.00997276290703835,0.886,0.0100500746265886,0.372255163689589,0.00832804357316519,NA,NA
"bayes_adjv2","0.9","n = 500",5,NA,0,0.012,0.012,0.012,988,988,-0.0231306942205026,0.0173875170465427,0.546532560837217,0.0123010580194064,0.867408906882591,0.0107892347354884,0.869433198380567,0.0107190431743315,0.599049682118512,0.0134830848594976,NA,NA
"bayes_unadj","0.1","n = 100",1,0,0,0,0,0,1000,1000,0.262793271407509,0.0513322123663721,1.62326708413198,0.0363155177581596,0.702,0.0144636095080032,0.714,0.0142899965010493,0.561408491810649,0.0125597569575763,-19.8828285639444,5.0659444159783
"bayes_unadj","0.1","n = 100",2,0,0,0,0,0,1000,1000,0.222431328371456,0.0527484209792397,1.66805153271807,0.0373174295530922,0.716,0.0142598737722323,0.718,0.0142294061717276,0.573967967164818,0.0128407358887184,-15.625057260387,5.33900758520333
"bayes_unadj","0.1","n = 100",3,NA,0,0.004,0.004,0.004,996,996,0.377271388979176,0.0800969826707914,2.5278181355535,0.0566655733158384,0.639558232931727,0.0152134577531936,0.641566265060241,0.0151948189422462,0.926218816793549,0.0207628545469042,-11.7268248370772,5.58567494705161
"bayes_unadj","0.1","n = 100",4,0,0,0,0,0,1000,1000,0.0369535905617044,0.0254988192899828,0.806343466013831,0.0180394099932482,0.736,0.0139392969693597,0.736,0.0139392969693597,0.385616530528332,0.00862696231515713,-16.9538209701868,5.25482465302381
"bayes_unadj","0.1","n = 100",5,NA,0,0.002,0.002,0.002,998,998,0.0538582666423677,0.0378386249868089,1.19536522360765,0.0267693631848285,0.635270541082164,0.015237001448501,0.640280561122245,0.0151915413974781,0.541905271800595,0.012135587305127,-15.2657209491899,5.33810373624337
"bayes_unadj","0.1","n = 250",1,0,0,0,0,0,1000,1000,0.0970716854165486,0.0324928868397542,1.02751530167734,0.0229874372181937,0.727,0.0140879735945238,0.718,0.0142294061717276,0.284871704016525,0.00637311230366094,-20.7944564941481,5.01184568111956
"bayes_unadj","0.1","n = 250",2,0,0,0,0,0,1000,1000,0.0359697429056083,0.0333204338222036,1.05368463503073,0.0235728941028952,0.705,0.0144213383567546,0.717,0.0142446832186609,0.28078875233439,0.00628176904550723,-21.3508448717024,4.97278541483096
"bayes_unadj","0.1","n = 250",3,NA,0,0.009,0.009,0.009,991,991,0.234438881861841,0.0529783635667183,1.66776696308313,0.0374802752377128,0.602421796165489,0.0155462194803566,0.585267406659939,0.0156503633896966,0.414637132128608,0.00931827658177536,-12.4065934508436,5.54085966019534
"bayes_unadj","0.1","n = 250",4,0,0,0,0,0,1000,1000,0.0196134912372777,0.0167082120254037,0.528360056292908,0.0118204017038069,0.715,0.0142749781085647,0.711,0.0143345387090063,0.188545101404247,0.00421810621628008,-11.5317067436701,5.59800240971382
"bayes_unadj","0.1","n = 250",5,NA,0,0.009,0.009,0.009,991,991,0.047416831381665,0.0241645476889825,0.760703645796437,0.0170955431123748,0.630676084762866,0.0153309853853897,0.627648839556004,0.0153566997694914,0.254867302456799,0.00572771667542504,-8.94642845767921,5.76150172017978
"bayes_unadj","0.1","n = 500",1,0,0,0,0,0,1000,1000,0.0563401878469278,0.0241061174378304,0.762302366470465,0.0170541283053544,0.717,0.0142446832186609,0.716,0.0142598737722323,0.174004330073216,0.00389280199206996,-21.6608312074608,4.95506503134815
"bayes_unadj","0.1","n = 500",2,0,0,0,0,0,1000,1000,0.0433775891178109,0.0243045923454946,0.768578694136569,0.0171945414826082,0.692,0.0145991780590552,0.686,0.0146766481186952,0.192381605802648,0.00430393598820816,-23.8857057527117,4.81583245412342
"bayes_unadj","0.1","n = 500",3,NA,0,0.016,0.016,0.016,984,984,0.0596375031990516,0.0377349523905441,1.18369920410802,0.0266962093182985,0.588414634146341,0.0156882371549271,0.578252032520325,0.0157430013940392,0.246965124770471,0.005569854775868,-13.2413318664195,5.48965144142241
"bayes_unadj","0.1","n = 500",4,0,0,0,0,0,1000,1000,0.0136369359373241,0.010807209204517,0.341753962362101,0.00764567470775699,0.753,0.0136378517369856,0.755,0.0136005514594078,0.113715504361623,0.00254402831080067,-4.44902997752221,6.03896837122554
"bayes_unadj","0.1","n = 500",5,NA,0,0.012,0.012,0.012,988,988,0.0319759238164779,0.0178428080316566,0.560843479834699,0.0126231604109443,0.597165991902834,0.015603862869655,0.598178137651822,0.0155974490961472,0.157569013766468,0.00354647777514442,-7.09734173102605,5.85610305839837
"bayes_unadj","0.5","n = 100",1,0,0,0,0,0,1000,1000,0.0820765090031137,0.0373996860441627,1.18268191674767,0.0264588043272442,0.674,0.0148230900961979,0.68,0.0147512711316686,0.286934401856027,0.00641925870849623,-9.49738307383608,5.7261888757358
"bayes_unadj","0.5","n = 100",2,0,0,0,0,0,1000,1000,0.143599497161467,0.0404612960012912,1.27949852446343,0.0286247727443681,0.625,0.0153093108923949,0.642,0.0151603430040352,0.296821840433122,0.00664045918421537,-10.484704616048,5.66269591275698
"bayes_unadj","0.5","n = 100",3,NA,0,0.004,0.004,0.004,996,996,0.16111483506641,0.0433708131964457,1.36875977716022,0.0306832031994501,0.629518072289157,0.0153023434745713,0.645582329317269,0.0151566712746258,0.32787846561984,0.00734998335954156,-7.37733857882553,5.85974192130114
"bayes_unadj","0.5","n = 100",4,0,0,0,0,0,1000,1000,0.00790640765764096,0.0190723957992234,0.603122111617735,0.0134929685748571,0.678,0.0147755202954075,0.672,0.0148464137083674,0.20413053143117,0.00456678140746956,-8.79107735455226,5.76697369547666
"bayes_unadj","0.5","n = 100",5,NA,0,0.002,0.002,0.002,998,998,-0.0116534768105505,0.0207540276009556,0.655643349953238,0.0146826715450579,0.650300601202405,0.0150952131551228,0.647294589178357,0.0151248744673828,0.215706127487801,0.00483058696528479,-11.0176862990509,5.62947733172258
"bayes_unadj","0.5","n = 250",1,0,0,0,0,0,1000,1000,0.0450115112688125,0.0242075502539189,0.765509953753713,0.0171258880262804,0.64,0.0151789327688082,0.648,0.0151028474136502,0.161839270748402,0.00362064688447372,-18.655133170105,5.14699372492518
"bayes_unadj","0.5","n = 250",2,0,0,0,0,0,1000,1000,0.0355749583011998,0.0245269791092593,0.775611181086272,0.0173518713559251,0.668,0.0148921455808087,0.67,0.0148694317309035,0.167877717879985,0.00375573822968878,-19.5529106884894,5.08035479679496
"bayes_unadj","0.5","n = 250",3,NA,0,0.009,0.009,0.009,991,991,0.0987352468294521,0.0282115699728612,0.888104524372353,0.0199586649394941,0.615539858728557,0.0154531465628598,0.622603430877901,0.0153981271462957,0.186840325848935,0.00419892406633132,-13.4730844255871,5.47461580176413
"bayes_unadj","0.5","n = 250",4,0,0,0,0,0,1000,1000,-0.0137631267905227,0.0123047111094978,0.389109130563907,0.00870509830390101,0.646,0.0151223014121528,0.646,0.0151223014121528,0.105323602092828,0.00235628577671846,-16.9948517019815,5.24943292708136
"bayes_unadj","0.5","n = 250",5,NA,0,0.009,0.009,0.009,991,991,-0.0280178624171235,0.0127769723042724,0.402221036337942,0.00903924557929543,0.652875882946519,0.0151224055213478,0.651866801210898,0.0151326617538281,0.109279358184881,0.00245587094194395,-11.6265628108274,5.59057955250701
"bayes_unadj","0.5","n = 500",1,0,0,0,0,0,1000,1000,0.0122386502294226,0.0178872272786473,0.565643792256207,0.0126545085422326,0.578,0.015617810345884,0.579,0.0156127832240123,0.174507450563065,0.0039040577375121,-29.5700499044214,4.45403436506773
"bayes_unadj","0.5","n = 500",2,0,0,0,0,0,1000,1000,-0.00267519187235363,0.0185827501130529,0.587638155469987,0.0131465635439494,0.602,0.0154788888490098,0.598,0.0155047089621186,0.177503005470095,0.00397107389799809,-28.9148719209711,4.49791960487777
"bayes_unadj","0.5","n = 500",3,NA,0,0.016,0.016,0.016,984,984,0.0102812487446937,0.0203180189012174,0.637351348784251,0.0143743148237274,0.577235772357724,0.0157481007845851,0.58130081300813,0.0157272928907346,0.17094434824328,0.00385534271430182,-28.1374799797227,4.54683574517437
"bayes_unadj","0.5","n = 500",4,0,0,0,0,0,1000,1000,-0.00880498606766163,0.00860408043967397,0.272084913606727,0.00608704790998466,0.664,0.0149366662947259,0.66,0.0149799866488592,0.0669392363726184,0.00149755579409619,-25.6278902742046,4.70105912821841
"bayes_unadj","0.5","n = 500",5,NA,0,0.012,0.012,0.012,988,988,-0.0152449544065934,0.00968373301381272,0.304383621211478,0.00685090121427297,0.614372469635628,0.0154853639331843,0.623481781376518,0.0154143923515293,0.0698229084429946,0.00157153609754789,-19.5757917403938,5.08065872963962
"bayes_unadj","0.9","n = 100",1,0,0,0,0,0,1000,1000,0.200065651497006,0.0485902902451682,1.53655989343393,0.0343757158892399,0.746,0.0137653187394989,0.735,0.0139561814261638,0.527305094955689,0.0117968002474906,-20.9264891123572,5.0026168544126
"bayes_unadj","0.9","n = 100",2,0,0,0,0,0,1000,1000,0.286303784627733,0.0510667183085157,1.61487142485131,0.0361276911727018,0.717,0.0142446832186609,0.711,0.0143345387090063,0.525447342789618,0.0117552388603124,-23.6700378431766,4.82988179372704
"bayes_unadj","0.9","n = 100",3,NA,0,0.004,0.004,0.004,996,996,0.463409527289729,0.0765431400095504,2.41566075296006,0.0541513646008709,0.634538152610442,0.0152587944716179,0.646586345381526,0.0151469523008328,0.868330438968122,0.0194651828229519,-23.4522662839334,4.84325285389998
"bayes_unadj","0.9","n = 100",4,0,0,0,0,0,1000,1000,-0.0432293846531128,0.024258352686426,0.767116467727704,0.0171618287456614,0.748,0.013729384545565,0.753,0.0136378517369856,0.381578483159814,0.00853662365040307,-24.7784919606991,4.75507328448949
"bayes_unadj","0.9","n = 100",5,NA,0,0.002,0.002,0.002,998,998,-0.103929728846344,0.0366629146330056,1.15822319557514,0.0259375935982725,0.624248496993988,0.0153307656607955,0.635270541082164,0.015237001448501,0.49639876229105,0.0111165010407146,-22.0436618962435,4.93275068363277
"bayes_unadj","0.9","n = 250",1,0,0,0,0,0,1000,1000,0.133843786886093,0.0335354867791221,1.0604852066449,0.0237250355968207,0.7,0.0144913767461894,0.702,0.0144636095080032,0.261971849554664,0.00586079977080766,-16.3879551005266,5.26959349898309
"bayes_unadj","0.9","n = 250",2,0,0,0,0,0,1000,1000,0.0777970204957422,0.0353234978890997,1.11702708253705,0.0249899830094266,0.689,0.0146382717559144,0.694,0.0145727142289966,0.282366271348719,0.00631706109346331,-17.8194288957352,5.19787279391703
"bayes_unadj","0.9","n = 250",3,NA,0,0.009,0.009,0.009,991,991,0.0987878252603216,0.0496816882717007,1.56398712212751,0.0351479967544217,0.62058526740666,0.0154142003174771,0.631685166498486,0.0153222702170963,0.416586873956518,0.00936209377084921,-15.2347352201639,5.36361331059846
"bayes_unadj","0.9","n = 250",4,0,0,0,0,0,1000,1000,-0.0316410090445287,0.0157688552293008,0.498654986180474,0.0111558437812564,0.728,0.0140718158032288,0.734,0.0139729739139526,0.186980345721006,0.00418309970788882,-15.5338279629008,5.34305228155102
"bayes_unadj","0.9","n = 250",5,NA,0,0.009,0.009,0.009,991,991,-0.0382897404250545,0.0234960069828902,0.739657882431305,0.0166225747535013,0.635721493440969,0.0152866877253598,0.633703329969728,0.0153046235851376,0.256245922885957,0.0057586988655493,-15.2082027938777,5.36515074997751
"bayes_unadj","0.9","n = 500",1,0,0,0,0,0,1000,1000,0.0553939070161788,0.0243877538469091,0.771208491717659,0.0172533749682927,0.695,0.0145593612497252,0.695,0.0145593612497252,0.179247662937876,0.00401010514545725,-23.6067275034901,4.83386773995071
"bayes_unadj","0.9","n = 500",2,0,0,0,0,0,1000,1000,0.0558910429056494,0.02422601602082,0.766093892575203,0.017138951828811,0.698,0.0145188153786733,0.702,0.0144636095080032,0.181709448672976,0.00406517989221566,-26.4918265946539,4.65138632618338
"bayes_unadj","0.9","n = 500",3,NA,0,0.016,0.016,0.016,984,984,0.089100561411131,0.034953754633803,1.09645643944121,0.0247286054718406,0.606707317073171,0.0155722009870259,0.605691056910569,0.0155792427728413,0.247240176259437,0.00557605806813791,-18.2377620653319,5.16378919082943
"bayes_unadj","0.9","n = 500",4,0,0,0,0,0,1000,1000,-0.0238948446416227,0.0114106692003109,0.360837042997145,0.00807259887843524,0.719,0.014214042352547,0.717,0.0142446832186609,0.111573972971821,0.00249611825214412,-10.5866918662084,5.65710383809645
"bayes_unadj","0.9","n = 500",5,NA,0,0.012,0.012,0.012,988,988,-0.02265284448221,0.0173902109626172,0.546617237266113,0.0123029638704743,0.6082995951417,0.0155294938697418,0.609311740890688,0.0155223145924547,0.146764336457502,0.00330329196704738,-13.6162957016282,5.46559784250997
"riid_dith","0.1","n = 100",1,0,0,0,0,0,1000,1000,0.0393118066980969,0.056241698646151,1.77851867198645,0.0397887858671638,0.877,0.0103860964755773,0.875,0.0104582503316759,1.7542431212401,0.039245696437928,-3.82493213837988,6.08285398404832
"riid_dith","0.1","n = 100",2,0,0,0,0,0,1000,1000,0.0255272761552661,0.056773213951005,1.79532666173223,0.0401648120036255,0.869,0.0106695360723885,0.867,0.0107382959542006,1.7905674398334,0.0400583393171086,-2.2579316794477,6.18410593030908
"riid_dith","0.1","n = 100",3,0,0,0,0,0,1000,1000,0.017608444246134,0.0844539063725019,2.67066701435715,0.0597478112715387,0.882,0.0102017645532525,0.883,0.010164201887015,3.50083068849286,0.0783201238287022,-1.46816235533777,6.23468174097913
"riid_dith","0.1","n = 100",4,0,0,0,0,0,1000,1000,0.0295661821296683,0.0281541424112,0.89031215588137,0.0199179464816811,0.885,0.0100883596287999,0.885,0.0100883596287999,1.05613168269786,0.0236276391315349,1.24279336656674,6.40134747029
"riid_dith","0.1","n = 100",5,0.001,0,0,0,0,1000,1000,0.00951381753615886,0.0412082208084527,1.30311836077856,0.0291531926165701,0.878,0.0103496859855746,0.878,0.0103496859855746,1.60625277372604,0.0359348758430184,0.699110160029925,6.37137863764582
"riid_dith","0.1","n = 250",1,0,0,0,0,0,1000,1000,0.0106049458975904,0.0343096468998788,1.08496629919752,0.0242727233803189,0.879,0.0103130499853341,0.88,0.0102761860629321,0.881916317382553,0.0197301158867784,-11.6896757661824,5.58799126089546
"riid_dith","0.1","n = 250",2,0,0,0,0,0,1000,1000,-0.053213820365996,0.035584214354519,1.12527166107938,0.0251744296364724,0.891,0.00985489725973843,0.888,0.00997276290703835,0.877105421151895,0.0196224871489047,-10.3010145856749,5.6758984181235
"riid_dith","0.1","n = 250",3,0,0,0,0,0,1000,1000,0.121531125250176,0.0548802037183715,1.73546442204096,0.0388255818487099,0.872,0.0105648473723003,0.875,0.0104582503316759,1.48819419649802,0.0332936848771338,-5.15114052508205,5.99921924917568
"riid_dith","0.1","n = 250",4,0,0,0,0,0,1000,1000,0.0208362724163881,0.0180299841876293,0.570158162097291,0.0127555034307099,0.866,0.0107723720693262,0.861,0.0109397897603199,0.538241590993533,0.012041470098778,3.01925028511489,6.51406783159419
"riid_dith","0.1","n = 250",5,0,0,0,0,0,1000,1000,0.0382103194849438,0.0255367978300141,0.8075444529009,0.0180662783139645,0.885,0.0100883596287999,0.883,0.010164201887015,0.788580667846837,0.0176420230083375,2.61216874339365,6.49300984194265
"riid_dith","0.1","n = 500",1,0,0,0,0,0,1000,1000,0.013661506886594,0.0243179793932258,0.769002029756329,0.0172040122914279,0.881,0.0102390917565964,0.881,0.0102390917565964,0.512503333164248,0.0114656571790185,-20.2777778703165,5.04379044543034
"riid_dith","0.1","n = 500",2,0,0,0,0,0,1000,1000,0.000859623708722261,0.0251606279576618,0.795648917063217,0.017800152950382,0.899,0.00952885092757778,0.899,0.00952885092757778,0.55087850259215,0.0123241814233985,-18.4296183048291,5.15771979178271
"riid_dith","0.1","n = 500",3,0,0,0,0,0,1000,1000,-0.00469275940917796,0.0379092598129762,1.19879605420094,0.0268193076914546,0.896,0.00965318600255895,0.896,0.00965318600255895,0.857377436702832,0.0191811352748995,-11.0141865599648,5.63076857414567
"riid_dith","0.1","n = 500",4,0,0,0,0,0,1000,1000,0.0068527139478244,0.0115692057367575,0.365850408472402,0.00818475723162589,0.896,0.00965318600255895,0.898,0.00957057991973318,0.325182533140352,0.00727494087223275,9.50024016633098,6.92265294236446
